Koordinaten;Name;Link;Beschreibung
POINT (-150.9377072 -37.1657108);GAG192: Tiere vor Gericht;https://www.geschichte.fm/podcast/zs192-tiere-vor-gericht/;Gab es mal eine Zeit, in der Tiere in Strafprozessen zum Tode verurteilt wurden? Und Insekten von der Kirche exkommuniziert wurden, wenn sie sich geweigert haben, Felder oder Weinberge freiwillig zu verlassen? In dieser Folge beschäftigen wir uns mit Tierprozessen. Diese Prozesse tauchen vereinzelt in den Quellen ab dem 13. Jahrhundert auf und erreichen im 16. Jahrhundert ihren Höhepunkt. Wir sprechen außerdem über die problematische Quellenlage dieser Geschichte: Denn vielleicht gehen die Tierprozesse gar nicht auf echte Gerichtsverfahren zurück, sondern auf das Genre der fiktiven Prozesse, das angehenden Juristen die Grundsätze des „gelehrten römisch-kanonischen Prozesses in erbaulicher Art und Weise“ vermitteln sollte. Der von Richard in der Folge angesprochene Artikel: When Dickens met Dostoevsky Vielen Dank an Rene für den Hinweis!
POINT (-1.3522753 52.4049333);GAG191: Aethelfled – Warrior Queen of Mercia;https://www.geschichte.fm/podcast/zs191/;"Wir springen in dieser Folge wieder mal auf die Insel &#8211; Großbritannien. Allerdings befinden wir uns zeitlich am Anfang dessen, was wir heute als England kennen. Es ist die Zeit Alfreds des Großen, die Gefahr durch die Dänen und Norweger &#8211; oder auch Wikinger &#8211; ist größer denn je. Jedoch widmen wir uns in dieser Folge nicht Alfred, sondern seiner Tocher: Aethelfled. Wir sprechen darüber, wie die Erstgeborene des großen Alfred zu einer der wichtigsten Personen des frühen Englands wurde und damit auch das heutige England nachhaltig beeinflusst hat."
POINT (36.3931354 35.0578754);GAG190: Die Assassinen;https://www.geschichte.fm/podcast/zs190/;Wir springen zurück ins Mittelalter und beschäftigen uns mit einer sagenumwobenen Gruppe: den Assassinen. Eine Gruppe, die wie keine zweite für geheimniskrämerisches Sektierertum und politische Attentate steht. Allerdings: Schon der Name Assassinen ist eine Fremdbezeichnung und die Überlieferung als meuchelmordende Geheimbündler ist eine westlich-europäische Tradition zu der nicht zuletzt die Kreuzfahrer beigetragen haben – und Marco Polo. Es geht in dieser Folge um Hasan-i Sabbāh, den Begründer der Assassinen, und Raschid ad-Din Sinan, den Alten vom Berge, die die ismailitisch-nizaristische Gemeinschaft im 12. und 13. Jahrhundert nach der Zeitenwende auf Bergfestungen im heutigen Iran und Syrien etablieren konnten. Der in der Folge erwähnte Podcast, in dem es unter anderem eine Folge zu den Mamluken gibt, heißt Tell me a History und wird von der Islamwissenschaftlerin Nadja Danilenko gemacht.
POINT (10.451526 51.165691);Extra: Das Kinderbischofsfest;https://www.geschichte.fm/podcast/extra-das-kinderbischofsfest/;"In dieser Spezialepisode geht es um eine im Mittelalter weit verbreitete Tradition, die im Laufe der Frühen Neuzeit wieder in Vergessenheit geriet: das Kinderbischofsfest. Die Historikerin Tanja Skambraks, vom Historischen Institut der Universität Mannheim, hat ihre Dissertation zu dem Thema geschrieben und sie erzählt uns, aus welcher Tradition das Kinderbischofsfest hervorging, was das mit dem Nikolaus zu tun hat, welche Funktion es hatte und warum es mit der Reformation aus den Kirchen wieder verschwand. Viele Kirchen greifen seit einigen Jahrzehnten die Kinderbischofs-Tradition wieder. So werden auch in Hamburg seit 1994 jedes Jahr am 6. Dezember drei Kinder zu Bischöfen ernannt. Darstellung eines Kinderbischofs aus dem 16. Jahrhundert.Wer uns unterstützen möchte: Wir freuen uns, wenn ihr den Podcast bei iTunes rezensiert oder bewertet. Für alle jene, die kein iTunes verwenden, gibt&#8217;s die neue Podcastplattform Panoptikum, auch dort könnt ihr Zeitsprung empfehlen, bewerten aber auch euer ganz eigenes PodcasthörerInneprofil erstellen."
POINT (11.9187902 43.344702);GAG148: Das Ende der Welt – Friedenskaiser und falsche Friedriche;https://www.geschichte.fm/podcast/zs148/;Wir springen in dieser Folge in das Mittelalter und beschäftigen uns mit dem Ende der Welt – zumindest wie es in der christlichen Weissagungs
POINT (14.4817813 50.3539017);GAG145: Barbara von Cilli oder Wie eine 100 mal wiederholte Lüge zur Wahrheit wird;https://www.geschichte.fm/podcast/zs145/;"Wir springen in dieser Folge wieder tief ins Mittelalter. Wir sprechen über Barbara von Cilli, die Ehefrau des römisch-deutschen Kaisers Sigismund von Luxemburg. In der Geschichte lange Zeit als &#8222;Schwarze Königin&#8220; bezeichnet, ging Barbara schon früh nach ihrem Tod als eine der niederträchtigsten Königinnen des Mittelalters in die Geschichte ein. Wie es dazu kam, und warum wir auch nach Jahrhunderten viele Dinge aus der Geschichte hinterfragen sollten, klären wir in dieser Folge. Als Expertin stand uns diesmal Dr. Daniela Dvořáková zur Verfügung. Nicht nur durch ihre Monographie über Barbara von Cilli, sondern auch dankenswerterweise indem sie sich an einem schönen Samstagnachmittag in einem Kaffeehaus in Bratislava für diese Episode interviewen ließ. Das Profilbild zeigt (angeblich) Barbara von Cilli beim Einzug zum Konzil in Konstanz."
POINT (35.21371 31.768319);GAG133: Alexios Komnenos und der Erste Kreuzzug;https://www.geschichte.fm/podcast/zs133/;Wir springen diesmal in das Jahr 1095 und sprechen über eines der bekanntesten Ereignisse des Mittelalters: die Kreuzzüge. Dabei schauen wir uns den Ersten Kreuzzug etwas genauer an und konzentrieren uns auf zwei Protagonisten, die maßgeblich an der Entstehung des Kreuzzugs beteiligt waren: Alexios I. Komnenos und Papst Urban II. Das Episodenbild zeigt die Belagerung von Antiochia.
POINT (-4.2422851 55.862122);GAG131: Strathclyde – ein (fast) vergessenes Königreich;https://www.geschichte.fm/podcast/zs131/;Im Jahr 1018, in der Schlacht bei Carham, findet sich der letzte Hinweis auf ein heute fast vergessenes Königreich, das die Geschichte Großbritanniens während des Mittelalters geprägt hat: Strathclyde (auch bekannt als Alt Clut, Dumbarton oder Cumbria). Es war das langlebigste Königreich im sog. Alten Norden, das vom alten Britannien geprägt war – die letzte keltische Hochburg im Norden, vor der englisch-schottischen Dominanz der späteren Jahrhunderte. Vielen Dank an Dr. Fiona Edmonds (@fionaedmonds), die uns in dieser Episode als Expertin zur Verfügung stand!
POINT (10.6865593 53.8654673);GAG115: Eine kurze Geschichte der Hanse;https://www.geschichte.fm/podcast/zs115/;"Wir springen mal wieder etwas weiter zurück: Es geht diesmal um die Geschichte der Hanse, deren Anfänge im 12. Jahrhundert liegen. Wir sprechen darüber, wie die Hanse entstand, wie und warum sie wieder an Bedeutung verlor und warum die britischen Kronjuwelen für einige Jahre in Dortmund waren und Lübeck für Schotten ein besonderer Ort ist. Das Episodenbild zeigt den Nachbau einer Kogge aus dem Jahr 1380; die Bremer Kogge, die 1962 vor Bremen gefunden wurde."
POINT (19.9595908 41.153332);GAG105: Skanderbeg – Ein neuer Alexander und seine Bedeutung für die Geschichte Albaniens;https://www.geschichte.fm/podcast/zs105/;Wir springen diesmal ins späte Mittelalter und beschäftigen uns mit der Geschichte Albaniens und vor allem mit der Biographie eines Mannes: Georg Kastriota, besser bekannt als Skanderbeg. Er wächst als Janitschar am Hof des Sultans auf, konvertiert zum Islam und wendet sich dann gegen die Osmanen. Er bekennt sich wieder zum Katholizismus und wird für den Rest seines Lebens der erfolgreichste Militärführer seiner Zeit im Kampf gegen das osmanische Heer auf dem Balkan. Er selbst stellt sich in Tradition Alexanders des Großen und ist heute noch ein entscheidender Bezugspunkt für das Selbstverständnis Albaniens und gilt dort als Nationalheld.
POINT (1.882892 50.252468);GAG104: Crécy – Chronik eines Versagens;https://www.geschichte.fm/podcast/zs104/;Wir springen in dieser Episode wieder ins europäische Mittelalter. Genauer an den Anfang eines Konflikts zwischen England und Frankreich, der schlussendlich über 100 Jahre dauern sollte. Fokus der Geschichte ist die erste große kriegerische Auseinandersetzung zwischen Edward III. von England und Philip VI. von Frankreich – die Schlacht von Crécy. Wir sprechen darüber, wie eine Kombination aus Arroganz, Fortschrittfeindlichkeit und Beratungsresistenz zu einem Lehrstück militärischen Versagens wurde.
POINT (-139.5424979 -47.3586323);GAG98: über Schoßhunde und gierige Affen;https://www.geschichte.fm/podcast/zs98/;"Wir springen diesmal hauptsächlich ins Mittelalter und sprechen über vermeintlich nutzlose aber dann doch ganz sinnvolle Wesen: Haustiere, und zwar die kleinen. Obwohl nicht als Wachtiere oder zur Jagd geeignet, hatten vor allem Aristokraten und Aristokratinnen durch die Jahrhunderte stattliche Sammlungen unterschiedlicher Tiere. Wir unterhalten uns darüber, welche das waren, warum sie gehalten wurden und auch was manchmal nach deren Tod geschah. Das in der Folge erwähnte Bild des Banketts des Herzogs von Berry gibt&#8217;s hier zu sehen. Das Episodenbild ist ein Teil eines illustrierten Manuskripts aus dem 16. Jahrhundert. Mehr dazu gibt&#8217;s hier."
POINT (10.89779 48.3705449);GAG95: Der Aufstieg des Jakob Fugger;https://www.geschichte.fm/podcast/zs95/;Wir springen in dieser Episode in die Zeit um 1500 und beschäftigen uns mit Jakob Fugger. Er hat auch den Beinamen „der Reiche“, und das nicht ganz zufällig. Es gibt Berechnungen nach denen er die vermögendste Privatperson der Geschichte war. Das Vermögen nutzte Jakob Fugger nicht nur, um die älteste Sozialsiedlung der Welt zu stiften – die auch heute noch existiert –, sondern vor allem auch für politische Einflussnahme. Gerade die Habsburger profitierten vom Geld der Fugger, das diese mit Handel, als Montanunternehmer und Bankiers verdienten.
POINT (3.2246995 51.209348);GAG91: Jan van Eyck – Der König unter den Malern und die Erfindung des Gemäldes;https://www.geschichte.fm/podcast/zs91/;Wir springen in dieser Episode mal wieder in die Niederlande: Dort wird um 1430 das Gemälde (neu) erfunden und die Ölmalerei setzt sich durch. Nicht nur das: Künstler, wie Jan van Eyck, sorgen dafür, dass sich Kunst und ihr Selbstverständnis radikal ändert. Arnolfini-Hochzeit (Link zum Wikipedia-Eintrag) Das Bild Mann mit rotem Turban von 1433 ist vermutlich ein Selbstporträt.
POINT (-133.6872936 -42.7456522);GAG88: Von der Tanzwut und ihrer (wahrscheinlichen) Ursache;https://www.geschichte.fm/podcast/zs88/;"Wir springen in dieser Episode zurück ins Mittelalter und auch ein bisschen in die frühe Neuzeit. Über die Jahrhunderte hinweg berichten Quellen immer wieder von Menschengruppen, die über Tage, Wochen und Monate hinweg wie rasend tanzen, anscheinend ohne ersichtlichen Grund. Wir sprechen über mögliche Gründe, von Bissen diverser Tiere bis zum Versuch der göttlichen Erlösung näherzukommen. Das Episodenbild ist ein Ausschnitt eines Bildes von Pieter Brueghel, das Teilnehmer eines Ausbruchs der Tanzmanie darstellen soll. Das Outro ist diesmal eine Tarantella, wahrscheinlich nicht genau so eine, wie sie damals gespielt wurde, aber vielleicht recht nah dran. Das Stück heißt &#8222;Tarantella re pinitenti&#8220; und wurde auf Soundcloud vom Filarota Recording Studio unter einer Creative Commons 3.0 Lizenz zur Verfügung gestellt. Die hier verwendete Version ist etwas gekürzt, das ganze Stück könnt ihr euch hier anhören."
POINT (14.4378005 50.0755381);GAG83: 100 Jahre vor der Reformation – Jan Hus und die Hussitenkriege;https://www.geschichte.fm/podcast/zs83/;"Dieses Jahr jährt sich die Reformation zum 500. Mal.  Allerdings gab es schon vorher Anstrengungen, die katholische Kirche zu reformieren. Eine davon war jene, die vom böhmischen Reformator Jan Hus ausging und einen jahrzehntelangen Konflikt nach sich zog. Wir sprechen über die Hussitenkriege, deren Protagonisten und welche Folgen diese Zeit für Böhmen hatte. Das erwähnte Gemälde von František Ženíšek, das das Schicksal der Adamiten darstellt gibt&#8217;s hier anzusehen."
POINT (-0.8890853 41.6488226);GAG79: Das Rolandslied – über Heldentaten, Karl den Großen und Kreuzzugspropaganda;https://www.geschichte.fm/podcast/zs79/;"Wir springen weit zurück ins Hochmittelalter: Im beginnenden 12. Jahrhundert wird mit dem &#8222;Chanson de Roland&#8220; ein Epos verfasst, das als eines der frühesten Exemplare der sogenannten Chanson de Geste – des Heldenpos – gilt. Wir sprechen über die eigentlichen historischen Hintergründe, die Propagandawirkung des Werkes und was auch heute noch vom Ruhm des Rolands zeugt. Wie in der Episode versprochen, hier der Link zur französischen und deutschen Version des Rolandslieds. Der Vollständigkeit halber hier auch der Link zur alten und neuen Karte Hamburgs, die Rolandsbrücke befindet sich im Zentrum, östlich zur Domstraße. Das Episodenbild zeigt den Tod des Roland in einer Version des Malers Jean Fouquet aus der Mitte des 15. Jahrhunderts."
POINT (9.9810796 53.5502669);GAG66: Der Aufstieg Hamburgs – Fake it 'til you make it;https://www.geschichte.fm/podcast/zs66/;"Wir springen etwas weiter zurück, in das 8./9. Jahrhundert, und beschäftigen uns mit den Anfängen der Hamburger Geschichte. Richard lernt den Hamburger Gruß und wir sprechen über zwei Urkunden-Fälschungen, die den Aufstieg Hamburgs in Nordelbien, am Rande des karolingischen Frankenreiches, erst ermöglicht haben. Vielen Dank an das Hafenradio, die uns einen Ausschnitt aus ihrer Episode zum &#8222;Mythos Hammaburg&#8220; zur Verfügung gestellt haben."
POINT (12.3155151 45.4408474);GAG57: Von Grabtüchern, Knochen und wieder mal Venedig;https://www.geschichte.fm/podcast/zs57/;Wir springen diese Woche wieder sehr weit zurück und sprechen über Reliquien, die Heiligen der Katholischen Kirche und einen nicht ganz unbemerkenswerten Diebstahl.
POINT (18.0944238 42.6506606);GAG46: Aufstieg und Fall der Republik Ragusa;https://www.geschichte.fm/podcast/zs46/;"In diesem Zeitsprung springen wir bis ins späte Früh-Mittelalter und begleiten den mediterranen Stadtstaat Ragusa an der dalmatinischen Küste von seiner Gründung, seiner Blütezeit und schlussendlich bis zu seinem Ende im 19. Jahrhundert. Karte Ragusas, Stand 1877 (anklicken für die volle Größe)  From The Lionel Pincus &amp; Princess Firyal Map Division, The New York Public Library."
POINT (12.6612142 46.1628864);GAG29: Ein Müller in den Fängen der Inquisition;https://www.geschichte.fm/podcast/zs29/;Ende des 16. Jahrhunderts erregt Domenico Scandella, ein Müller in einem kleinen Bergdorf in Oberitalien, die Aufmerksamkeit der Inquisition. Die Geschichte bietet einen seltenen und überraschenden Einblick in das Leben eines Menschen in der Frühen Neuzeit, der nicht nur heftige Kritik an der Kirche übte, sondern die Entstehung der Welt anhand von vergorenem Käse erklärte. Vielen Dank an Luis und Steffen, die den sehr hörenswerten Podcast vorHundert machen, für die Unterstützung bei den Quellen! Wer mehr über das Thema erfahren will, wird bei Carlo Ginzburg und seinem Buch »Der Käse und die Würmer« fündig.
POINT (12.1961911 49.0030512);GAG17: Eine Urkunde, ein Zeltlager und eine Fälschung;https://www.geschichte.fm/podcast/zs17/;In diesem Zeitsprung begeben wir uns mal wieder ins Mittelalter: Wir sprechen über ein außergewöhnliches Ereignis im Jahr 1156. Es treffen sich zwei Herzöge und ein Kaiser in einem Zeltlager auf den »Wiesen von Barbing«, wenige Kilometer östlich von Regensburg, zu einem Fahnenritual. Ein besonderer Dank geht an Martin Fischer, der den sehr hörenswerten Podcast Staatsbürgerkunde macht und dafür sorgt, dass bei Zeitsprung zum ersten Mal auch Latein zu hören ist.
POINT (1.6265634999999747 52.2766935);GAG14: Ein englisches Atlantis;https://www.geschichte.fm/podcast/zs14/;"Nicht erst seit Platos Atlantis, hat der Gedanke einer versunkenen Zivilisation die Menschen über die Jahrhunderte beschäftigt. Im letzten  Zeitsprung dieses Jahres sprechen wir über ein englisches Atlantis, das zwar nicht von der Größenordnung der sagenumwobenen Zivilisation war, dafür aber tatsächlich existiert hat. Natürlich darf ein Silvesterspecial nicht fehlen, die Musik dafür kommt von den New Year&#8217;s Eve Pals.  Das Dunwich History Project: http://www.dunwich.org.uk/history/"
POINT (12.1016236 49.0134297);GAG11: Von Kindern und Kegeln;https://www.geschichte.fm/podcast/zs11/;Mit Kind und Kegel: Wer oder was ist eigentlich der »Kegel«? In diesem Zeitsprung gehen wir dieser Frage nach, sehen uns einen dieser Kegel genauer an und reisen gemeinsam von Regensburg nach Madrid und Brüssel. Wieder mal mit der großartigen stimmlichen Unterstützung von Martin Hemmer. Vielen Dank!
POINT (10.9916215 45.4383842);GAG01: Vier Langobarden-Könige und ein Trinkbecher;https://www.geschichte.fm/podcast/zs01/;Frühes Mittelalter in Italien: Times are rough, alle wollen ein Stück vom Kuchen des ehemaligen weströmischen Reichs abhaben. Einer von ihnen ist Alboin, Langobardenkönig. Und wie so oft, war auch ihm kein Greisenalter vergönnt. Warum, das erzählen wir euch in unserem allerersten Zeitsprung. Vielen Dank an Thomas Lohninger, der für diese Episode unser Paulus Diaconus war.
POINT (26.5137964 41.1517222);GAG347: Adrianopel 378;https://www.geschichte.fm/archiv/gag347;Wir springen in dieser Folge ins Jahr 378. Ort des Geschehens ist Adrianopel, damals eine Stadt in der römischen Provinz Thrakien, heute die Stadt Edirne in der Türkei. Kaiser Valens steht kurz davor, eine Schlacht gegen die terwingischen Goten zu schlagen. Eine Schlacht die sich als die wahrscheinlich folgenreichste Schlacht der Spätantike herausstellen wird. Wir sprechen darüber, wie es dazu kam, und was der Ausgang der Schlacht für das römische Reich bedeutete. Das Episodenbild zeigt Kaiser Valens auf einem Solidus.
POINT (44.5501935 32.468191);GAG336: George Smith und die Entdeckung des Gilgamesch-Epos;https://www.geschichte.fm/archiv/gag336;George Smith, eigentlich Kupferstecher aus armen Verhältnissen und gänzlich ohne wissenschaftliche Ausbildung, macht im British Museum in London eine der sensationellsten Entdeckungen in der Geschichte der Archäologie und wird weltberühmt. Zufällig stolpert er im Jahr 1872 auf einer antiken Keilschrifttafel über ein Textfragment, das ihn an eine Stelle in der Bibel erinnert. Später stellt sich heraus, dass er das Gilgamesch-Epos wiederentdeckt hat – eines der ältesten literarischen Werke der Welt. Wir sprechen in der Folge über das Leben von George Smith, warum es lange Zeit gedauert hat, die Keilschrift zu entziffern und worum es im Gilgamesch-Epos überhaupt geht.
POINT (29.9187387 31.2000924);GAG333: Alexandria;https://www.geschichte.fm/archiv/gag333/;Alexander besiegt Dareios III., aber es ist nur eine Station auf seinem Weg zum größten Feldherrn aller Zeiten. Daher widmen wir uns in dieser Folge einem Teil seines Vermächtnisses, dessen Startpunkt wir ein Jahr nach dieser schicksalshaften Schlacht festmachen können: Alexandria. Wir sprechen darüber, wie einer der engsten Vertrauten Alexanders nach seinem Tod den Plan des Feldherrn in die Tat umsetzt, aus einer Stadt, die am Reißbrett entstand, das kulturelle und intellektuelle Zentrum der Antike zu machen. Die erwähnte
POINT (78.6072073 20.8175478);GAG319: Ashoka der Große;https://www.geschichte.fm/archiv/gag319/;Wir springen diesmal ins 3. Jahrhundert v.d.Zw. Ashoka, machthungriger und brutaler Herrscher über das Mauryareich, ist kurz davor, das Königreich Kalinga, das sich dem indischen Großreich bisher widersetzt hat, einzunehmen. Doch die Schlacht, die ihm das Königreich bringen wird, wird alles verändern. Wir sprechen darüber, wie Ashoka an die Macht kam, weshalb Kalinga für ihn ein so großer Wendepunkt war, und was das alles mit einer kleinen Sekte, die zur Weltreligion wurde, zu tun hat. Das Episodenbild zeigt das Kapitell einer Ashokasäule.
POINT (12.4856732 41.8930672);Extra: Dr. Emma Southon on murder in ancient Rome;https://www.geschichte.fm/podcast/gag288extra/;"Dies ist eine Sonderfolge mit Dr. Emma Southon, Historikerin und Autorin des Buches &#8222;A Fatal Thing happened on the Way to the Forum&#8222;. Teile des Interviews gab es in Folge 288 zu hören, im vollen Interview sprechen wir u.a. darüber, wie es zu einem Buch über Morde im antiken Rom kam, und auch ein bisschen mehr über die Geschichte des Tiberius Gracchus. Das Interview ist auf Englisch (bis auf Bruno Kreisky, der weiterhin auf Deutsch begrüßt und verabschiedet).  This is a special episode featuring Dr. Emma Southon, historian and author of&nbsp;&#8222;A Fatal Thing happened on the Way to the Forum&#8222;. Parts of this interview were used for episode 288, in this full version of the interview we talk, among other things, about her motivation to write about murder in ancient Rome and discuss the fate of Tiberius Gracchus in some more detail. The interview is in English (save for Bruno Kreisky in our intro and outro)."
POINT (12.4854291 41.8929714);GAG288: Der Senat, der über Leichen ging;https://www.geschichte.fm/podcast/gag288/;"Wir springen in dieser Folge ins 2. Jahrhundert vor der Zeitenwende. Ort des Geschehens ist Rom, wo der Volkstribun Tiberius Gracchus versucht, mit einer Landreform mehrere Probleme Roms gleichzeitig in den Griff zu kriegen. Doch die reichen Mitglieder des Senats sind diesem Vorschlag gar nicht wohlgesonnen und was folgt wird nicht nur das Leben des Tiberius Gracchus nachhaltig verändern, sondern auch das Ende der römischen Republik einläuten. Zu Gast in dieser Folge ist &#8211; wieder einmal &#8211; Dr. Emma Southon, die nach ihrem Werk über Agrippina &#8211; der Folge 183 gewidmet war &#8211; nun mit &#8222;A Fatal Thing Happened On The Way To The Forum&#8220; ein Buch über Morde im antiken Rom verfasst hat. Das gesamte Interview mit ihr wird übrigens in naher Zukunft als Sonderfolge nachzuhören sein. Das Episodenbild zeigt eine Darstellung des Senats zur Zeit Ciceros."
POINT (23.7342774 37.967376);GAG278: Von göttlichen Robotern und feuerspeienden Bullen;https://www.geschichte.fm/podcast/gag278;"Wir springen in dieser Folge ins antike Griechenland und die damalige Mythologie, die vor allem von einem Gedanken beseelt ist: Roboter, Androiden und ähnliche Automaten. Wir sprechen darüber, wie diese Mythen schon damals vor allem Tyrannen und andere Machthaber dazu inspirierten, sich allerlei Mechanisches anfertigen zu lassen und wie die Angst vor unkontrollierbaren Maschinen schon damals die Menschen bewegte. Diese Folge hat das großartige Buch &#8222;Gods and Robots&#8220; von Adrienne Mayor zur Basis. Das Episodenbild zeigt den in der Folge erwähnten Sizilianischen Bullen."
POINT (16.15003999999999 41.28710999999999);GAG189: Die Schlacht bei Cannae;https://www.geschichte.fm/podcast/zs189/;Wir springen in dieser Folge ins 3. Jahrhundert vor der Zeitenwende. Wir befinden uns am Anfang des 2. Punischen Krieges. Hier stehen sich Karthago und Rom gegenüber, und es geht um nicht weniger als die Vormachtsstellung im Mittelmeerraum. Brillanter Feldherr der Karthager ist Hannibal Barca, der schon in zwei vorherhigen Schlachten den Römern das Fürchten gelehrt hat. Wir sprechen über jene Schlacht, mit der die Römer dem durch Mittelitalien marschierenden Hannibal ein für alle Mal den Garaus machen wollen. Ein Unterfangen, das sich als nicht so einfach herausstellen wird. Die in der Episode erwähnte
POINT (12.4963655 41.9027835);Extra: Dr. Emma Southon on Agrippina the Younger;https://www.geschichte.fm/podcast/extra-dr-emma-southon-on-agrippina-the-younger/;"In dieser Bonus-Episode ist das (beinahe) ungeschnittene Gespräch mit Dr. Emma Southon über Agrippina die Jüngere zu hören. Wer sich die reguläre Episode ZS183 dazu noch nicht angehört hat, kann das tun, muss es aber nicht. Das Gespräch ist auf Englisch, damit ist es dann auch die erste Zeitsprungepisode die gänzlich in englischer Sprache ist (bis auf Bruno Kreisky, der weiterhin beim Deutschen bleibt). Dr. Emma Southon&#8217;s Buch &#8222;Agrippina &#8211; Empress, Exile, Hustler, Whore&#8220; gibt&#8217;s zum Beispiel hier zu erwerben. _____ This is a bonus episode that includes the full chat with historian Dr. Emma Southon about Agrippina the Younger. It&#8217;s the first fully English-language Zeitsprung-episode, and if you do understand German, you can listen to the regular episode ZS183 or any of the other 182 other episodes previously released. Dr. Emma Southon&#8217;s book &#8222;Agrippina &#8211; Empress, Exile, Hustler, Whore&#8220; is available wherever books can be bought, visit the book&#8217;s webpage to find out more."
POINT (12.4963655 41.9027835);GAG183: Agrippina die Jüngere, mächtigste Frau der frühen Kaiserzeit;https://www.geschichte.fm/podcast/zs183/;"Wir springen in dieser Folge wieder mal in die Antike, und zwar in die frühe Kaiserzeit, also jene von Caligula, Claudius und Nero. Allerdings sprechen wir weniger über diese Männer, und mehr über jene eine Frau, die all diese Männer verbindet: Agrippina die Jüngere. Zur Unterstützung ist diesmal Dr. Emma Southon mit dabei, die mit ihrem im Jahr 2018 veröffentlichten Werk über Agrippina die wohl unterhaltsamste Bearbeitung dieser komplexen Person geschrieben hat. Wer nach dieser Episode noch mehr von Dr. Emma Southon hören will, kann sich das (beinahe) ungeschnittene Gespräch als Bonusfolge anhören, die im Lauf der Woche veröffentlicht werden wird. Außerdem ist sie eine Hälfte des History is Sexy Podcasts, der übrigens auch auf unserer Geschichtspodcastsliste zu finden ist. Dr. Emma Southons Buch &#8222;Agrippina &#8211; Empress, Exile, Hustler, Whore&#8220; gibt&#8217;s z.B. hier zu kaufen. Das Episodenbild zeigt eine Büste Agrippinas, Künstler unbekannt."
POINT (56.6055565 40.9580575);Extra: Margiana – ein Interview mit Rainer-Maria Weiss, Direktor des Archäologischen Museums in Hamburg;https://www.geschichte.fm/podcast/zs130/;Etwas weiter zurück in der Geschichte. Ort des Geschehens ist eine eigentlich unbedeutende Kleinstadt an der Schwarzmeerküste, im 2. Jahrhundert nach der Zeitenwende. Protagonist der Geschichte ist ein gewisser Alexander, der bald dafür sorgen wird, dass die Stadt Sitz eines erfolgreichen Mysterienkults und über einige Zeit weit über die Grenzen Kleinasiens bekannt werden wird. Wir sprechen darüber, wie er das, trotz großer Konkurrenz durch andere Gottheiten, Kulte und Theologien schafft. Ein Konzept übrigens, das auch heute noch vorzüglich funktioniert. Die Biographie Alexanders, aufgeschrieben von Lukian von Samosata, kann hier nachgelesen werden.
POINT (33.759358 41.97725);GAG130: Alexander von Abonuteichos oder Wie ein Kult entsteht;https://www.geschichte.fm/podcast/zs130/;Wir springen in dieser Woche wieder etwas weiter zurück in der Geschichte. Ort des Geschehens ist eine eigentlich unbedeutende Kleinstadt an der Schwarzmeerküste, im 2. Jahrhundert nach der Zeitenwende. Protagonist der Geschichte ist ein gewisser Alexander, der bald dafür sorgen wird, dass die Stadt Sitz eines erfolgreichen Mysterienkults und über einige Zeit weit über die Grenzen Kleinasiens bekannt werden wird. Wir sprechen darüber, wie er das, trotz großer Konkurrenz durch andere Gottheiten, Kulte und Theologien schafft. Ein Konzept übrigens, das auch heute noch vorzüglich funktioniert. Die Biographie Alexanders, aufgeschrieben von Lukian von Samosata, kann hier nachgelesen werden.
POINT (35.3539408 31.3179794);GAG122: Die Belagerung von Masada;https://www.geschichte.fm/podcast/zs122/;Wir springen in dieser Episode ins 1. Jahrhundert n.d.Zw. Ort des Geschehens ist die Provinz Judäa. Die römische Provinz ist instabil und nach einem eigentlich kleinen Steuerprotest, entladen sich die Spannungen in einem Aufstand, der als der Große Jüdische Krieg in die Geschichte eingehen sollte. Wir sprechen über den Schlusspunkt dieser Auseinandersetzung, die auch heute noch symbolträchtige Belagerung der Festung Masada. Das Episodenbild zeigt Masada in der heutigen Form, auf einem Foto von Andrew Shiva (unter einer CC 4.0 Lizenz).
POINT (81.4042187 42.1342736);GAG40: über den Ursprung der Seidenstraße;https://www.geschichte.fm/podcast/zs40/;Die Seidenstraße, Überbegriff für Routen von Ostasien bis zum Mittelmeer, transportierte nicht nur Waren, sondern auch Ideen, Philosophien, Religionen und ganze Kulturen. In dieser Folge sprechen wir über die Anfänge dieser bahnbrechenden Entwicklung und warum wir sie wahrscheinlich Pfeil und Bogen zu verdanken haben.
POINT (12.4840077 41.8659858);GAG16: Ton, Steine, Scherben oder wie Rom sich einen achten Hügel baute;https://www.geschichte.fm/podcast/zs16/; Was verbindet den Karthager Hannibal mit einem kleinen Hügel im Süden Roms? Seine Feldzüge gegen das Römische Reich sind es nicht, so viel sei verraten.
POINT (12.5252048 41.8986962);GAG12: Ein Kaiser, ein Gott, viele Todesfälle;https://www.geschichte.fm/podcast/zs12/;"Eine Geschichte des spätantiken Roms: Wir sprechen über römische Kaiser, einen Sonnengott, einen schwarzen Stein und ein unrühmliches Ende im Tiber.  &nbsp;"
